id,date,sqft_living,price,bedrooms,bathrooms,sqft_lot,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15
3330500705,20140515T000000,980,197500,3,1,3090,3090,1.5,0,0,3,6,980,0,1903,98118,980,3090
1454600266,20141027T000000,4420,925000,4,3.75,9492,9492,2,0,1,3,9,3420,1000,1962,98125,2880,9900
3335000025,20141112T000000,1570,468000,3,2,6300,6300,1,0,0,3,7,820,750,1953,98118,1510,4281
1454100056,20140715T000000,1600,355000,3,1,5001,5001,1.5,0,0,5,6,1080,520,1930,98125,1340,5001
5035300090,20140812T000000,1830,639000,4,1.75,6000,6000,1,0,0,4,7,930,900,1939,98199,1540,6000
7504050090,20150412T000000,2820,720000,3,2.5,14250,14250,2,0,0,3,11,2820,0,1991,98074,2820,12600
408100110,20140612T000000,1800,381000,3,1.75,6000,6000,1,0,0,5,6,900,900,1950,98155,1060,6628
5701700011,20140523T000000,4380,1.05E+06,3,4,42769,42769,2,0,0,5,11,4380,0,1983,98052,3630,35425
3629970930,20141111T000000,2980,670000,3,3,3730,3730,2,0,0,3,9,2980,0,2005,98029,2710,3640
7017200110,20141028T000000,1690,400000,3,1,6658,6658,1,0,0,3,7,1690,0,1942,98133,1080,5925
4054500590,20140626T000000,4040,910000,4,3.5,50479,50479,2,0,0,3,11,4040,0,1987,98077,3770,40899
2126059048,20150402T000000,1250,294000,3,1,9427,9427,1,0,0,3,6,1250,0,1931,98034,1590,8250
984200590,20150310T000000,1500,315001,3,1.75,10230,10230,1,0,0,2,7,1500,0,1968,98058,1770,8374
9353300090,20140731T000000,1630,360000,3,2,10723,10723,1,0,0,5,7,1630,0,1959,98059,1450,10723
7600057,20140805T000000,1410,520000,3,2,2700,2700,2,0,0,4,7,1410,0,1902,98122,1750,4000
2919701944,20141010T000000,1140,474000,3,1,4560,4560,1,0,0,4,6,770,370,1944,98117,1340,3980
7202341110,20150313T000000,3280,702000,4,2.5,5876,5876,2,0,0,3,7,3280,0,2004,98053,2600,5000
1122069019,20140826T000000,3490,728000,4,3.5,87497,87497,2,0,0,3,9,3490,0,2001,98038,2400,55657
1565950090,20150305T000000,2020,308000,4,2.5,7277,7277,2,0,0,3,8,2020,0,1993,98055,2820,7284
1724069059,20140524T000000,4580,2.00E+06,5,4,4443,4443,3,1,4,3,10,4580,0,2004,98075,2710,4443
4137000110,20140725T000000,2270,340000,3,2.5,7917,7917,2,0,0,3,8,2270,0,1986,98092,2160,7917
7849200945,20150401T000000,1310,306500,2,1.75,10200,10200,1,0,0,4,6,1310,0,1947,98065,1500,7200
2397101270,20150126T000000,1420,716000,3,2,3600,3600,1.5,0,0,4,7,1420,0,1904,98119,1250,3600
2726059100,20140909T000000,2980,950000,4,3,44431,44431,2,0,0,2,10,2640,340,1981,98034,2010,7332
7202331500,20140829T000000,4180,673200,5,3,8561,8561,2,0,0,3,7,4180,0,2003,98053,3425,6591
439000090,20150323T000000,1950,564500,4,2.25,6000,6000,1,0,0,3,7,1350,600,1961,98115,1980,6000
7788000100,20150206T000000,1790,393000,4,1.75,11801,11801,1,0,0,4,8,1790,0,1974,98056,2000,12988
8658300315,20150312T000000,1400,425000,5,1.75,5071,5071,1,0,0,3,5,1400,0,1916,98014,1200,7500
1723049567,20140730T000000,1320,150000,3,1,24684,24684,1,0,0,3,7,1320,0,1979,98168,1120,21214
621069039,20150220T000000,1620,327000,4,2.25,106722,106722,1,0,0,3,8,1200,420,1980,98042,1620,38400
6806300750,20150318T000000,3120,444900,4,2.5,7448,7448,2,0,0,3,9,3120,0,1998,98042,2980,8102
1898900100,20140722T000000,2100,305000,4,2.5,14773,14773,2,0,0,3,8,2100,0,1998,98023,2370,15440
2767603931,20140818T000000,1370,469000,3,3.25,1194,1194,3,0,0,3,8,1370,0,2004,98107,1800,2678
6072400820,20140926T000000,1520,525000,3,1.75,7875,7875,1,0,0,5,8,1520,0,1969,98006,2150,9428
1922059396,20150404T000000,2410,330000,3,2.5,17424,17424,1,0,0,3,7,1630,780,1978,98030,1530,11761
8818900300,20141002T000000,1260,618000,4,1,4080,4080,1,0,0,4,7,1260,0,1911,98105,1340,4080
9264910900,20141117T000000,2830,295500,4,2.5,7350,7350,1,0,0,3,8,1690,1140,1982,98023,2350,7768
3223039013,20140718T000000,2064,567035,3,2,46173,46173,2,0,0,5,7,2064,0,1903,98070,1640,21780
5561300750,20140725T000000,2640,518000,4,2.25,34870,34870,1,0,0,3,8,1770,870,1977,98027,2500,35580
9407111220,20150504T000000,1020,303000,2,1,9200,9200,1,0,0,3,7,1020,0,1978,98045,1520,9600
1332200110,20140708T000000,2200,300000,4,2.5,8065,8065,2,0,0,3,7,2200,0,1998,98031,2641,8535
2207200820,20141015T000000,1420,413107,3,1.5,7520,7520,1,0,0,4,7,1420,0,1956,98007,2000,7520
3362400615,20140820T000000,1350,400000,3,1,3090,3090,1.5,0,0,5,6,1350,0,1914,98103,1350,3090
3013300017,20150408T000000,1290,535000,3,1,6859,6859,1,0,0,4,7,1290,0,1941,98136,1560,6369
1982200015,20140919T000000,1680,555000,4,2,2600,2600,1,0,0,5,7,840,840,1915,98107,1680,3340
7140700300,20141119T000000,2280,312000,3,2.5,6386,6386,2,0,0,3,8,2280,0,2008,98042,2550,4835
9363600457,20140603T000000,1840,785200,3,2.25,3500,3500,1.5,0,0,5,8,1540,300,1910,98122,1800,3300
1245001220,20141016T000000,2040,749000,4,2,11850,11850,1,0,2,3,7,1020,1020,1959,98033,2040,8504
723049333,20150405T000000,1490,285000,3,1.5,10367,10367,1,0,0,3,7,1010,480,1957,98146,1000,8254
7853301220,20140910T000000,2440,425000,4,2.5,5088,5088,2,0,0,3,7,2440,0,2007,98065,2440,5762
8665900336,20140717T000000,1930,360000,3,2,15540,15540,1,0,0,3,8,1260,670,1958,98155,1900,12123
1591000015,20150505T000000,1200,260000,3,1,6615,6615,1,0,0,4,7,1200,0,1954,98106,1230,6615
7972601270,20140530T000000,1550,369000,3,2,8509,8509,1,0,0,3,7,1150,400,1959,98106,1840,7620
1221039156,20140815T000000,2180,275000,4,2.5,11132,11132,1,0,0,4,8,1620,560,1978,98023,1950,13801
993001332,20140903T000000,1430,407000,3,2.25,1448,1448,3,0,0,3,8,1430,0,2005,98103,1430,1383
7748000025,20150412T000000,1230,575000,2,1.75,5418,5418,1,0,0,3,8,990,240,1949,98117,1330,5074
7871500485,20150427T000000,1670,1.24E+06,3,1.5,3852,3852,2,0,3,4,8,1670,0,1928,98119,2320,4572
1370802540,20150108T000000,2720,875000,2,2.5,4913,4913,1,0,1,4,8,1700,1020,1936,98199,2520,5303
1839500115,20140712T000000,2220,320000,4,1.5,6811,6811,1,0,0,4,7,1270,950,1961,98056,1800,7350
4389201064,20140703T000000,1520,810000,3,1.5,9041,9041,1,0,0,4,7,1520,0,1954,98004,3260,10020
1545805820,20150414T000000,1590,274000,3,1.75,7620,7620,1,0,0,4,7,1090,500,1984,98038,1590,7620
273800100,20141219T000000,1480,239900,4,1.75,9523,9523,1,0,0,3,7,1120,360,1959,98030,1590,8300
7663700654,20141214T000000,1860,450000,4,1.5,7808,7808,1,0,0,3,7,1080,780,1953,98125,1530,7884
3751606513,20140630T000000,1360,263400,4,2,60548,60548,1,0,0,3,6,960,400,1960,98001,1930,28800
399000025,20150415T000000,1360,265000,3,1,5967,5967,1,0,0,3,6,1360,0,1954,98178,1360,6052
7130300785,20140616T000000,2360,418000,4,3,6250,6250,1,0,2,3,7,1460,900,1960,98118,2500,6250
3818700123,20140813T000000,2360,390000,3,2,5737,5737,2,0,0,3,8,2360,0,2003,98028,1600,9163
7891600245,20150422T000000,1860,430000,3,2,7500,7500,1,0,0,3,7,930,930,1909,98106,1000,5000
5556300076,20150423T000000,2630,1.44E+06,3,2.25,9705,9705,2.5,0,2,4,8,2630,0,1987,98052,2640,14284
3421069118,20141120T000000,1280,297000,2,1.75,37373,37373,1,0,0,4,7,1280,0,1996,98022,2180,48351
7280300042,20150401T000000,2330,650000,4,2.25,7220,7220,2,0,1,3,8,1600,730,1988,98177,2220,9100
9368700031,20140509T000000,720,195000,2,1,18000,18000,1,0,0,3,6,720,0,1950,98178,1250,7925
3223069118,20140616T000000,3380,554000,3,3.5,108900,108900,2,0,0,3,9,2700,680,1999,98058,2250,130680
2522029039,20140929T000000,3650,550000,3,2,843309,843309,2,0,0,4,7,3650,0,1991,98070,1870,273992
7977200590,20150219T000000,1640,700000,3,1.75,4590,4590,1.5,0,0,5,7,1640,0,1951,98115,1760,5100
3124089086,20141002T000000,1730,300000,4,1,177657,177657,1.5,0,0,3,5,1730,0,1948,98065,1400,45175
1568100215,20141007T000000,1030,315000,2,1,8576,8576,1.5,0,0,5,6,1030,0,1952,98155,1310,8504
5364200649,20141008T000000,1790,603000,3,1,5250,5250,1,0,0,3,7,1400,390,1943,98105,1790,5250
2771601730,20140629T000000,840,530000,2,1,3400,3400,1,0,2,4,7,840,0,1924,98119,2000,4000
7201800300,20140909T000000,1300,397500,3,1.75,8480,8480,1,0,0,3,7,1300,0,1969,98052,1740,7280
7224500300,20150325T000000,1240,221000,3,1,5250,5250,1.5,0,0,4,6,1240,0,1904,98055,1240,5250
3876312350,20141202T000000,2170,466000,4,2.25,8050,8050,1,0,0,3,7,1220,950,1976,98072,1820,7700
853000261,20140619T000000,1330,197500,3,1,5412,5412,2,0,0,5,7,1330,0,1905,98022,1710,10825
7165700110,20150507T000000,1390,280000,3,3,1080,1080,2,0,0,3,7,1140,250,2006,98118,1450,1461
5708500208,20141003T000000,1240,412000,2,1.5,3873,3873,1,0,0,4,6,860,380,1909,98116,1240,4336
5014000215,20140818T000000,880,454000,2,1,6731,6731,1,0,0,4,7,880,0,1950,98116,1240,6731
2126079014,20140512T000000,2540,540000,4,2.25,228254,228254,1,0,0,3,8,1450,1090,1990,98019,1780,59241
5595900090,20140609T000000,2520,250000,5,1.5,5753,5753,1.5,0,0,4,7,1510,1010,1928,98022,1620,6875
1445500100,20150511T000000,2510,900000,5,2.25,35691,35691,1,0,0,3,9,2510,0,1967,98005,3160,35037
4270600025,20140513T000000,2020,245000,5,1.75,7902,7902,1,0,0,3,7,1220,800,1962,98168,2220,8819
3546000490,20141007T000000,2060,290000,3,1.75,7251,7251,1,0,0,3,7,1350,710,1987,98030,1520,7582
423049067,20150205T000000,930,160000,2,1,7742,7742,1,0,0,3,6,930,0,1933,98168,2240,8723
9272201250,20150330T000000,2700,1.26E+06,2,1.5,7225,7225,1.5,0,4,3,8,1660,1040,1910,98116,2970,5150
3226049184,20150327T000000,1060,325000,2,1,6050,6050,1,0,0,3,7,940,120,1939,98125,1540,5279
5381000082,20150108T000000,670,185000,2,1,6750,6750,1,0,0,4,5,670,0,1947,98188,1700,11520
475000750,20140925T000000,1750,477000,3,2,4990,4990,1,0,0,3,7,950,800,1916,98107,1700,5000
1900000195,20140630T000000,930,100000,2,1,7623,7623,1,0,0,2,6,930,0,1942,98166,1300,7641
5162100820,20150504T000000,2420,345000,4,2.5,11481,11481,1,0,0,3,8,1370,1050,1985,98003,2290,8985
6113400047,20150331T000000,2410,530000,4,2.25,14985,14985,1,0,1,4,7,1950,460,1965,98166,2510,15256
7460000015,20140620T000000,1150,203000,3,1,7156,7156,1,0,0,4,6,1150,0,1953,98168,1210,7156
7202340820,20141028T000000,2480,599000,4,2.5,5000,5000,2,0,0,3,7,2480,0,2004,98053,2410,5000
5393601690,20140720T000000,1310,370000,4,1,6000,6000,1.5,0,0,3,7,1310,0,1940,98144,1630,6000
7686203275,20150227T000000,1240,140000,3,1,8000,8000,1,0,0,4,6,1040,200,1954,98198,1240,8000
2490200165,20140623T000000,1150,500000,3,1,5100,5100,2,0,0,3,8,1150,0,1911,98136,1440,5100
597000195,20150203T000000,1460,527200,3,1.75,4000,4000,1,0,2,4,7,730,730,1929,98144,1360,4000
5119010090,20140510T000000,3060,549900,5,2.75,7015,7015,1,0,0,5,8,1600,1460,1979,98146,2190,7600
1873100490,20150502T000000,3520,760000,4,2.5,8095,8095,2,0,0,3,9,3520,0,2006,98052,2460,4676
3336001911,20140728T000000,960,319000,2,1,4400,4400,1,0,0,4,7,960,0,1951,98118,1520,5000
1922059445,20140623T000000,2430,362300,3,2.5,15264,15264,2,0,0,3,8,2430,0,1997,98030,2260,10416
7203600750,20150427T000000,1930,421000,3,2.5,4505,4505,1,0,3,4,7,1440,490,1973,98198,1550,4505
6021503740,20150304T000000,1090,690000,3,1,4000,4000,1.5,0,0,4,7,1090,0,1945,98117,1520,4000
3324069058,20140828T000000,2790,640000,3,2.5,31798,31798,1,0,0,5,8,1650,1140,1953,98027,1400,14849
7345310100,20141208T000000,1650,238000,4,1.75,6900,6900,1,0,0,3,7,910,740,1978,98002,1540,7645
6398000011,20140602T000000,3740,789000,3,3,39640,39640,2,0,2,3,10,3740,0,1991,98070,2930,26136
5460600110,20150423T000000,5310,1.05E+06,6,4,12741,12741,2,0,2,3,10,3600,1710,1967,98040,4190,12632
9478500590,20150408T000000,1690,302500,3,2.5,4476,4476,2,0,0,3,7,1690,0,2008,98042,2250,4488
8645501091,20150311T000000,1400,259950,4,1.75,7920,7920,1,0,0,3,7,1400,0,1963,98058,1910,7700
8099800590,20140620T000000,1440,456000,3,1.5,28516,28516,1,0,0,4,7,1440,0,1975,98075,2080,27049
339600090,20140925T000000,1360,369950,3,2.5,3718,3718,2,0,0,3,7,1360,0,1987,98052,1090,3718
3522029031,20140516T000000,1726,363750,3,1.75,197326,197326,2,0,0,4,7,1726,0,1982,98070,2114,99316
725079058,20140811T000000,2220,585000,3,1.75,216493,216493,1,0,2,3,8,2220,0,1989,98014,2900,169884
104530110,20141008T000000,1850,268000,3,2.5,6676,6676,2,0,0,3,7,1850,0,1986,98023,1700,6663
6852700246,20140923T000000,2860,1.20E+06,5,2.5,4000,4000,2,0,0,4,8,2160,700,1910,98102,1340,1224
2124700015,20140716T000000,1120,345000,3,1,10176,10176,1,0,0,3,6,920,200,1905,98118,1350,7500
8665900291,20150225T000000,2340,539000,4,2.5,19850,19850,2,0,0,3,9,2340,0,1993,98155,1930,15439
8965500820,20140702T000000,3760,851000,5,3.25,9792,9792,2,0,0,3,9,2550,1210,1984,98006,2960,16500
1024000100,20150408T000000,1920,900000,3,2.5,7200,7200,2,0,2,3,10,1780,140,1997,98116,2080,5000
6132600165,20140703T000000,3230,850000,3,2.5,5000,5000,2,0,2,5,8,2430,800,1945,98117,1820,5000
4040800090,20140506T000000,1260,390000,3,1.75,6500,6500,1,0,0,4,7,1260,0,1966,98008,1500,7700
3432500215,20140610T000000,1540,345000,3,1.75,6909,6909,1,0,0,4,7,920,620,1955,98155,1130,6908
3630030110,20140616T000000,1700,534500,3,2.5,3150,3150,2,0,0,3,8,1700,0,2005,98029,1700,3600
9297300740,20141118T000000,3600,643500,6,5.25,3960,3960,2,0,0,3,7,2400,1200,1971,98126,1450,4600
3592500866,20150402T000000,3150,1.21E+06,3,2.75,5520,5520,1.5,0,0,4,8,2130,1020,1925,98112,3160,6200
5019500215,20150115T000000,1280,495000,2,1.75,4000,4000,1,0,0,4,7,730,550,1929,98116,2250,5382
3290800215,20140730T000000,980,535000,2,1,4120,4120,1,0,0,3,7,830,150,1950,98115,1760,4120
7853230590,20141029T000000,2190,435000,4,2.5,6578,6578,2,0,0,3,7,2190,0,2004,98065,2190,5416
1221000490,20141113T000000,2470,305000,4,2,1831,1831,2,0,0,3,7,1970,500,2009,98166,1310,7500
5210200077,20140619T000000,2590,799000,4,2.5,7910,7910,2,0,0,3,9,2590,0,2001,98115,1700,7488
3275880100,20141113T000000,2580,700000,4,2.5,15031,15031,2,0,0,3,9,2580,0,1999,98052,3030,10361
2767704345,20140520T000000,1270,467000,3,2.25,1213,1213,2,0,0,3,8,1040,230,2005,98107,1410,1265
1432701380,20150407T000000,1250,263000,3,1,7560,7560,1,0,0,3,6,1250,0,1959,98058,1270,7615
1564000740,20140820T000000,4660,760000,4,2.5,7157,7157,2,0,0,3,9,3020,1640,2003,98059,3300,7047
8141300300,20150207T000000,2019,293000,4,2.5,4435,4435,2,0,3,3,8,2019,0,2008,98022,1950,4800
1388600110,20140821T000000,1490,245000,3,2,7929,7929,1,0,0,3,7,1490,0,1989,98002,1650,7929
3523029059,20140731T000000,1560,181000,2,1.5,10807,10807,1,0,0,2,7,1560,0,1949,98070,1660,196591
1061500110,20150423T000000,1030,240000,3,1,15264,15264,1,0,0,4,7,1030,0,1962,98056,1430,14840
7555210100,20141117T000000,2560,880000,4,2.75,7961,7961,1,0,2,4,8,1450,1110,1975,98033,2500,9009
9407150100,20140625T000000,1460,285000,3,2,6377,6377,1,0,0,3,7,1460,0,1995,98038,1600,6250
6414100721,20150416T000000,770,407500,2,1,6017,6017,1,0,0,3,7,770,0,1950,98125,1670,7500
4307340490,20140812T000000,1960,325000,4,2.5,3543,3543,2,0,0,3,7,1960,0,2004,98056,2420,3646
4022900569,20141017T000000,1900,405000,3,1.75,10454,10454,1,0,0,3,7,1390,510,1978,98155,2000,12000
2114700115,20150407T000000,1970,291700,3,2.5,4120,4120,1.5,0,0,3,6,1230,740,1927,98106,1470,4080
2320069364,20141016T000000,2490,370000,3,2.5,18525,18525,2,0,3,3,8,2490,0,1995,98022,1850,9516
4331400090,20140528T000000,1430,270000,3,1.5,8960,8960,1,0,0,4,6,1430,0,1953,98166,1560,10125
3886902870,20140527T000000,2680,800000,4,2.5,7200,7200,1,0,0,3,8,1380,1300,1952,98033,1950,8520
9136102680,20140923T000000,1610,626500,3,1.75,3210,3210,1,0,0,5,7,910,700,1928,98103,1420,3210
2581900165,20141021T000000,4300,1.13E+06,4,3.5,8406,8406,2,0,1,3,11,3580,720,1987,98040,2770,10006
3793501050,20140822T000000,3200,399950,4,2.5,7545,7545,2,0,0,3,7,3200,0,2003,98038,2840,7137
619000100,20140724T000000,2140,419000,3,1.75,15030,15030,1,0,0,4,7,1570,570,1958,98166,2170,15030
4178700100,20140715T000000,4240,1.16E+06,4,2.5,43995,43995,2,0,0,3,10,4240,0,1989,98075,3720,59522
3225059223,20140519T000000,3410,1.41E+06,4,3.5,10769,10769,2,0,0,3,10,3410,0,2008,98004,2650,10058
3885805325,20140731T000000,2090,710000,4,2.75,8064,8064,2,0,0,5,7,2090,0,1967,98033,1460,8400
4151800195,20150330T000000,1410,650000,3,1,4840,4840,1,0,2,4,6,1230,180,1942,98033,1410,5400
1137300690,20150220T000000,2820,369900,4,2.5,33750,33750,2,0,0,4,9,2820,0,1984,98072,2510,36180
203600590,20140627T000000,2770,641000,4,2.5,63118,63118,2,0,0,3,9,2770,0,1997,98014,2770,44224
7745500015,20150318T000000,1400,403000,3,1,6879,6879,1,0,0,3,7,1400,0,1951,98155,1950,7400
1370802600,20140703T000000,3620,1.02E+06,3,3.25,4000,4000,2,0,0,3,10,2730,890,2005,98199,1910,5000
5452800645,20140922T000000,2260,865000,4,2.5,13600,13600,1,0,0,4,8,1770,490,1974,98040,2630,13995
1324049015,20141111T000000,3440,2.49E+06,4,2.5,23954,23954,1.5,1,3,5,10,2260,1180,1931,98040,4230,18723
7645900165,20141016T000000,2150,810000,4,1,3588,3588,2,0,3,4,8,1850,300,1926,98126,1950,3588
6798100652,20140715T000000,1256,316750,3,2.5,1154,1154,3,0,0,3,7,1256,0,2005,98125,1309,1232
1023079147,20140820T000000,2220,652500,4,2.25,130244,130244,2,0,0,3,8,2220,0,1989,98027,2680,130680
7972601250,20150204T000000,2850,360000,6,2.75,15240,15240,1,0,0,3,7,1850,1000,1962,98106,2090,7620
421000215,20150416T000000,700,208000,2,1,5100,5100,1,0,0,4,5,700,0,1953,98056,970,5811
4054520100,20150210T000000,3700,898000,4,2.5,63991,63991,2,0,0,3,10,3700,0,1992,98077,3210,47215
3579700015,20150227T000000,1400,295000,4,1.75,11934,11934,1,0,0,3,7,1050,350,1961,98028,2080,10400
9310300215,20150506T000000,3130,652500,4,1.75,18253,18253,2,0,0,3,7,3130,0,1978,98133,1850,12220
3905081800,20140725T000000,2170,560000,4,3,5764,5764,2,0,0,3,8,2170,0,1992,98029,2010,5681
7236100025,20150504T000000,1020,280000,3,1,8400,8400,1,0,0,4,7,1020,0,1957,98056,1690,8030
2023049206,20140630T000000,1760,289950,3,2.5,8584,8584,1.5,0,0,5,7,1760,0,1937,98148,2160,8584
3223059015,20150410T000000,1860,397500,3,2.5,44093,44093,1,0,0,3,7,1860,0,1978,98055,1900,6130
1726069064,20150324T000000,1140,380000,2,1,75132,75132,1,0,0,3,7,1140,0,1956,98077,2570,35200
1423089162,20141031T000000,1670,415900,3,2.5,22703,22703,1,0,0,3,7,1310,360,1988,98045,1510,16817
8024201503,20140716T000000,1710,475000,2,1.75,8645,8645,1,0,0,4,7,1510,200,1923,98115,1280,5366
859000110,20141002T000000,500,125000,1,1,7440,7440,1,0,0,1,5,500,0,1928,98106,1350,7440
2322059039,20140821T000000,1470,238000,3,1,32670,32670,1,0,0,3,7,1020,450,1958,98042,2640,24100
2023049245,20140820T000000,1370,296000,4,1.5,9750,9750,1,0,0,3,7,1070,300,1953,98168,1540,9789
114100745,20140506T000000,3470,475000,6,3,117612,117612,1.5,0,0,3,7,3470,0,1924,98028,2120,17100
2391601380,20150223T000000,1650,390000,3,2.25,6250,6250,1.5,0,0,3,7,1650,0,1910,98116,2060,6250
2313900740,20141119T000000,1180,425000,3,1,3750,3750,1,0,0,3,6,1030,150,1940,98116,1280,3750
9521101015,20140626T000000,3110,725000,6,3,5000,5000,1.5,0,0,5,7,1810,1300,1921,98103,1600,4000
1036400110,20140702T000000,2080,605000,3,2.25,12134,12134,1,0,0,4,8,1530,550,1973,98052,2320,12400
2572400100,20141105T000000,1600,302000,3,1,1950,1950,2,0,0,2,7,1600,0,1906,98122,1310,1138
6821600300,20150318T000000,2380,886000,3,2.25,6000,6000,2,0,0,5,9,1650,730,1931,98199,2000,6000
9547205225,20140814T000000,1630,540000,4,1.75,6120,6120,1,0,0,5,7,980,650,1918,98115,1630,4080
3876312490,20150414T000000,1910,435000,4,2.25,8400,8400,2,0,0,3,7,1910,0,1975,98072,1910,8400
1591600044,20141010T000000,3140,409000,4,3.25,10752,10752,2,0,0,3,7,2300,840,1992,98146,1300,9920
7201800090,20150106T000000,1250,405000,3,1,7280,7280,1,0,0,3,7,1250,0,1975,98052,1690,7280
4221270100,20140611T000000,1990,560200,3,2.5,3984,3984,2,0,0,3,8,1990,0,2004,98075,2320,3984
2473410690,20140623T000000,2110,324000,4,1.75,7208,7208,1,0,0,3,8,1170,940,1975,98058,1820,7208
7300410110,20140519T000000,2490,390000,4,2.5,8290,8290,2,0,0,3,9,2490,0,1999,98092,2690,7008
7224500090,20150407T000000,800,414000,2,1,5000,5000,1,0,0,3,6,800,0,1938,98055,1220,5000
7852000110,20140903T000000,2360,441500,3,2.5,4670,4670,2,0,0,3,7,2360,0,1998,98065,2420,5620
4302200590,20150309T000000,1770,375000,3,2.5,5146,5146,2,0,0,3,7,1770,0,1992,98106,1230,5160
8635750090,20140602T000000,2710,668500,4,2.5,5500,5500,2,0,0,3,9,2710,0,1999,98074,2710,6242
1133000100,20141007T000000,1940,540000,5,1.5,10202,10202,1.5,0,0,4,7,1940,0,1940,98125,1900,8000
7631800025,20140606T000000,3450,1.04E+06,4,3.25,11240,11240,2,0,3,4,10,2430,1020,1960,98166,2412,19499
2998800110,20150325T000000,3440,1.35E+06,4,3.25,4920,4920,2,0,4,3,10,2520,920,2014,98116,2350,5166
2432000110,20140507T000000,2410,758000,4,2.75,9549,9549,1,0,0,4,7,1780,630,1956,98033,2090,9549
824059140,20140527T000000,2290,949880,4,2.25,10687,10687,2,0,0,3,9,2290,0,1978,98004,2290,10300
4229400015,20150507T000000,1030,570000,3,1,4089,4089,1.5,0,0,3,7,1030,0,1927,98116,1440,4917
7805450110,20140506T000000,2290,736000,4,2.5,12047,12047,2,0,0,4,9,2290,0,1988,98006,3130,15666
9839301055,20140626T000000,1490,670000,3,1.5,4400,4400,1.5,0,0,4,7,1490,0,1906,98122,1560,4400
9471201110,20150406T000000,2370,1.13E+06,4,1.75,8400,8400,1,0,0,5,9,1270,1100,1949,98105,2370,8400
1189000645,20141022T000000,1930,650000,4,2,3976,3976,1.5,0,0,4,8,1930,0,1914,98122,1470,4080
6788201015,20140616T000000,1600,690000,2,1.75,4000,4000,1,0,0,5,7,850,750,1918,98112,1860,4000
425069147,20150313T000000,2240,610000,4,2.25,45738,45738,2,0,0,3,7,2240,0,1988,98053,3180,45738
9268200600,20140519T000000,770,413500,2,1,4000,4000,1,0,0,5,5,770,0,1924,98117,1420,5040
9201000100,20150414T000000,2300,765000,3,2.5,9752,9752,2,0,2,3,8,2300,0,1968,98075,2640,10764
4140930110,20141210T000000,3400,828200,4,2.75,7081,7081,2,0,0,3,9,3400,0,2001,98006,3060,7081
7226000110,20140726T000000,900,205000,2,1,4397,4397,1,0,0,3,6,900,0,1918,98055,1430,4500
4358700100,20141202T000000,1450,465000,3,2.5,5175,5175,1,0,0,3,8,1030,420,1995,98133,1740,9250
2228900195,20150311T000000,2240,556000,4,2.5,5402,5402,2,0,0,3,8,2240,0,2005,98133,2240,7560
3905100740,20140608T000000,1780,540000,4,2.5,4169,4169,2,0,0,3,8,1780,0,1994,98029,1830,4164
3295900490,20140729T000000,2320,423000,4,2.5,4254,4254,2,0,0,3,8,2320,0,2004,98059,2330,4602
7379700051,20150410T000000,1590,375000,3,1.75,14766,14766,1,0,0,3,8,1590,0,1963,98007,2040,10190
7348200195,20141209T000000,990,173250,3,1,12696,12696,1.5,0,0,3,7,990,0,1936,98168,1260,8937
4047200300,20150205T000000,2605,599900,3,1.5,12030,12030,1,0,0,3,8,1355,1250,2003,98019,1590,15242
4242900215,20140618T000000,2870,646000,5,2.75,4461,4461,1,0,0,3,7,1650,1220,1976,98107,1890,4196
7851980100,20140605T000000,5180,1.08E+06,5,4.75,17811,17811,2,0,2,3,11,4070,1110,2001,98065,3960,15103
9126101645,20140610T000000,2180,558000,4,2,3870,3870,1,0,0,3,7,1020,1160,1900,98122,1520,2580
2695600375,20141110T000000,850,354000,2,1,5225,5225,1,0,0,3,7,850,0,1949,98126,1230,5225
6648150090,20150108T000000,4050,1.20E+06,4,4,9517,9517,2,0,0,3,11,3360,690,1990,98040,3330,9436
1189000245,20150331T000000,2250,670000,4,2,4200,4200,1.5,0,0,3,7,1650,600,1909,98122,1200,3360
1169000057,20141006T000000,3100,1.13E+06,6,4.25,9378,9378,3,0,2,3,11,3100,0,1978,98112,3270,6334
4013800131,20140807T000000,1747,267500,2,1,12250,12250,2.5,0,0,4,6,1747,0,1948,98001,1620,10300
1787270090,20150225T000000,2410,299800,4,2.5,4708,4708,2,0,0,3,8,2410,0,2002,98092,2517,5290
4037200735,20150414T000000,2070,430000,4,1.75,9120,9120,1,0,0,4,7,1250,820,1958,98008,1650,8400
4083302370,20150313T000000,1860,775000,5,1,3040,3040,1.5,0,0,3,7,1530,330,1921,98103,1910,3600
4319200820,20150122T000000,950,333000,3,1,5214,5214,1,0,0,3,7,830,120,1944,98126,1490,7636
7663700551,20150407T000000,1060,336000,3,2,11765,11765,1,0,0,4,6,1060,0,1951,98125,1500,9151
6821102350,20150109T000000,880,323000,2,1,1712,1712,2,0,0,4,7,880,0,1945,98199,1360,1748
723069089,20140715T000000,2550,575000,4,2.5,56628,56628,2,0,0,3,9,2550,0,2001,98027,1870,56628
8165500110,20141205T000000,1550,328000,2,2.25,2079,2079,2,0,0,3,8,1550,0,2008,98106,1420,1977
8081900195,20141210T000000,1590,572500,3,1,4600,4600,1.5,0,0,4,7,1290,300,1926,98117,1770,4350
